Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2019-12-17,0.001482704307358862,-0.0009420318393538185,0.0006544652523949868,0.003893602868969337,-0.0009795742971512311,-0.0023258287999036176,-0.0015872773670014828,-0.010823649309693928,0.003273052875411242,-0.001078754624249556,0.004445906198594862
2019-12-18,-0.0013160360231916357,0.00678862188645013,0.003760620386039193,-0.004201715121890048,-0.004167132652912353,-0.00011103614594976108,-0.0015898614688779622,0.014144616013624267,0.004039063162067924,0.001374429499406471,0.0009656777331770172
2019-12-19,0.003459052670721663,0.009177780184837392,-0.0003257934185131317,-0.0003245773792658335,0.0027077073317307576,0.007216626269359816,0.00541401523437024,0.009473700272409458,0.0003095199336384802,0.003921583587048083,0.003135547501692093
2019-12-20,-0.0006565512480672941,0.0009279739433809553,-0.00016291871773210787,-0.0038960693135464686,-0.00036821871667347406,0.002535226239465338,-0.0006335273347167769,-0.003128230708431823,-0.0009281544713384271,0.002929642752861339,-0.001763193053037737
2019-12-23,0.002792348323961358,-0.002595946390806958,0.010267292403008055,-0.002281606718641749,0.008226892790522244,0.002858737162777736,-0.004278869248739214,-0.006014731873380419,-0.009289281521012382,0.003992246098273977,-0.0023283894694633434
2019-12-24,0.001146596162145741,-0.00018594787247128153,-0.00048399085629580174,0.0022868243524485354,-0.004019021174055171,0.00032889792345125457,0.0012732454882387056,0.0013155236507729207,0.001406472108566481,-0.0012607628033018958,0.0022533299089266823
2019-12-26,0.004417546833804353,0.007623649250991571,-0.0003227962888832092,0.005541071532038533,0.002323336319911329,0.007452875066821907,0.0009537652747821923,0.006043077612648995,0.0017166137204798204,-0.0006797406539363893,0.012204887039445111
2019-12-27,-0.003746531104789508,-0.0018453308111324729,-0.0041975835856911115,-0.0025931903635926234,-0.0008539672292519063,-0.00010873049428883341,0.004446542383181873,0.0036562911021416067,0.0029598816760467717,0.0002915049871670128,-7.92837302038274e-05
2019-12-30,-0.0031065831782702835,-0.010353140538200245,-0.032101159734757356,-0.00292493179229647,-0.004639864172559571,-0.005766580215140427,-0.005217420253829097,-0.0007806083543755449,-0.0001552424240808259,-0.012434415668733378,-0.006426062422669521
2019-12-31,0.007380628821266777,0.0018681541397127521,0.005695144861689094,0.003259464813397006,-0.0006132902897700854,0.0031735710685469876,0.0009536137164198877,0.00703116230046108,0.0038837966340350416,0.0019673120306675784,0.001437242959486218
