CountryName,CountryCode,Date,ConfirmedCases,ConfirmedCases_PercentChange,ConfirmedCases_LogChange,ConfirmedDeaths,ConfirmedDeaths_PercentChange,ConfirmedDeaths_LogChange,StringencyIndexForDisplay,StringencyIndexForDisplay_PercentChange,StringencyIndexForDisplay_LogChange,StringencyLegacyIndexForDisplay,StringencyLegacyIndexForDisplay_PercentChange,StringencyLegacyIndexForDisplay_LogChange,GovernmentResponseIndexForDisplay,GovernmentResponseIndexForDisplay_PercentChange,GovernmentResponseIndexForDisplay_LogChange,ContainmentHealthIndexForDisplay,ContainmentHealthIndexForDisplay_PercentChange,ContainmentHealthIndexForDisplay_LogChange,EconomicSupportIndexForDisplay,EconomicSupportIndexForDisplay_PercentChange,EconomicSupportIndexForDisplay_LogChange
United States,USA,2020-08-05,4771087,0.0122041462486332,0.012130273505603029,156806,0.00902813973990206,0.008987572148969392,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-08-06,4823891,0.011067498873946336,0.011006699980210755,158256,0.00924709513666569,0.009204544076279575,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-08-07,4883646,0.012387303112777632,0.012311205699518268,160104,0.01167728237791932,0.011609556142689215,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-08-08,4941796,0.011907087450646505,0.011836753421418322,161356,0.007819917053914955,0.007789451508896761,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-08-09,4998017,0.011376633110715214,0.011312403611348998,162425,0.0066251022583603955,0.006603211930491071,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-08-10,5044864,0.009373117378352254,0.009329460433194825,162938,0.0031583807911343695,0.003153384199890752,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-08-11,5094394,0.009817905893994368,0.009770021477493174,163461,0.0032098098663295243,0.0032046497871700552,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-08-12,5141207,0.00918912043316634,0.009147155552041042,164537,0.006582609919185616,0.006560999145440505,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-08-13,5197148,0.01088090792687398,0.010822134692496377,166027,0.009055713912372294,0.009014902263514202,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-08-14,5248242,0.009831161244590303,0.009783147921401891,167110,0.0065230354099032085,0.00650181344836831,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-08-15,5313080,0.012354232140972157,0.012278539053054871,168446,0.007994734007539944,0.007962897975241745,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-08-16,5361165,0.009050306037176176,0.00900959576179794,169481,0.006144402360400366,0.006125566236214297,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-08-17,5403269,0.007853516912835177,0.007822837112671621,170052,0.0033691092216826665,0.0033634266764419607,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-08-18,5438325,0.006487924254742823,0.006466967072915608,170497,0.0026168466116246797,0.0026134132818675937,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-08-19,5482416,0.008107459557860186,0.008074769192502274,171821,0.007765532531364188,0.007735490781135113,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-08-20,5529842,0.008650565735982092,0.008613362418055104,173177,0.007891934047642605,0.007860910044662717,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-08-21,5573847,0.007957731884563791,0.007926234688085287,174255,0.006224845100677342,0.006205515058038458,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-08-22,5623727,0.008948935986222801,0.008909129962590967,175406,0.006605262402800493,0.0065835055883507465,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-08-23,5668105,0.007891208090293145,0.007860233950413686,176362,0.005450212649510279,0.005435383083389311,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-08-24,5702611,0.00608774890373414,0.006069292356515987,176806,0.002517549131899162,0.0025143711748807362,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-08-25,5740909,0.006715871028200942,0.006693418859160971,177279,0.0026752485775369613,0.0026716613789687926,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-08-26,5779028,0.006639889257955491,0.006617941141039196,178486,0.006808477033376768,0.006785365876950777,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-08-27,5821876,0.007414395638851378,0.007387042847412317,179714,0.006880091435742859,0.006856493324100654,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-08-28,5867785,0.007885602510256145,0.007854672291708553,180824,0.006176480407758995,0.0061574499753724865,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-08-29,5917439,0.008462136905152455,0.008426532306209822,181773,0.005248197141972304,0.005234444479084388,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-08-30,5961582,0.00745981496387204,0.007432126899985292,182779,0.005534375292260127,0.005519086629627523,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-08-31,5997163,0.005968382218008576,0.005950640981687627,183069,0.0015866155302304969,0.0015853495188675737,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-09-01,6031013,0.005644335496633992,0.005628464986612514,183598,0.002889620853339451,0.0028854381855403233,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-09-02,6075652,0.007401575821507929,0.007374317356042326,184689,0.0059423305264763235,0.005924712339355764,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-09-03,6114406,0.006378574678075703,0.006358316622353755,185744,0.005712305551494675,0.005696021447352706,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-09-04,6150655,0.00592845813640769,0.005910953012312703,186797,0.00566909294512878,0.005653053764138605,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-09-05,6201726,0.008303343302461283,0.008269058854134315,187765,0.005182096072206727,0.005168687620997758,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-09-06,6245866,0.007117373453777223,0.00709216335551055,188538,0.004116848187894442,0.004108375319342272,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-09-07,6276421,0.004892035788151715,0.004880107884440932,188941,0.0021375001325992637,0.002135207616330348,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-09-08,6300671,0.003863666889139527,0.0038562214849751086,189208,0.0014131395515002037,0.0014121345408018016,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-09-09,6327793,0.004304620888791051,0.004295381830342393,189679,0.0024893239186503744,0.0024862175603672654,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-09-10,6359720,0.005045519030094695,0.005032832259265874,190815,0.005989065737377359,0.005971171183546176,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-09-11,6397227,0.005897586686206311,0.00588026307462286,191789,0.005104420512014255,0.005091410506048888,67.13,0.0,0.0,68.57,0.0,0.0,69.05,0.0,0.0,70.14,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-09-12,6445288,0.007512786399482151,0.007484704807909637,193016,0.006397655757108072,0.006377244480624711,62.50,-0.0689706539550126,-0.07037773888693089,66.67,-0.027708910602304092,-0.027690489691415188,66.07,-0.04315713251267204,-0.0434724226713703,66.67,-0.049472483604220116,-0.050006816276174426,62.50,0.0,0.0
United States,USA,2020-09-13,6486108,0.006333308922735493,0.006313336823179583,193701,0.003548928586231193,0.003542627677500576,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-09-14,6519979,0.005222083875260788,0.005208495278203884,194079,0.0019514612727864079,0.0019495495908703475,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-09-15,6554820,0.005343728867838378,0.005329500994683656,194530,0.002323795979987531,0.002321088196053367,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-09-16,6606293,0.007852694658281997,0.007822021529861445,195937,0.007232817560273479,0.007206749266320145,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-09-17,6630891,0.0037234194729177167,0.003716504144176014,196802,0.004414684311794097,0.0044049457462911334,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-09-18,6674458,0.006570308575423725,0.006548817194637735,197633,0.004222518063840814,0.004213606885244303,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-09-19,6724667,0.007522558386014265,0.0074944039269695395,198589,0.004837248840021656,0.00482556258642397,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-09-20,6764962,0.005992118271432622,0.005974236040852787,199258,0.0033687666487066253,0.003363088159339611,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-09-21,6804814,0.005890942181197766,0.005873657560785617,199509,0.0012596733882704835,0.0012588743515564715,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-09-22,6857967,0.007811087856332296,0.0077807381052767965,199881,0.0018645775378554352,0.0018628320425762013,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-09-23,6896274,0.005585766160729557,0.005570222810096226,200807,0.004632756490111616,0.004622035231861332,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-09-24,6934204,0.005500071487878817,0.0054850005342341746,201909,0.005487856499026428,0.005472825900875833,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-09-25,6978417,0.006376074312206563,0.006355832230603653,202810,0.00446240633156521,0.004452457314938485,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-09-26,7033430,0.007883306486270454,0.007852394452051215,203774,0.004753217296977467,0.004741933103298734,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-09-27,7078798,0.006450337886351325,0.006429622574579241,204497,0.0035480483280497022,0.003541751503412627,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-09-28,7115046,0.005120643363463684,0.005107576734470598,204756,0.0012665222472701312,0.0012657146990360246,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-09-29,7148044,0.004637777464825948,0.004627055462156804,205070,0.0015335325948934342,0.0015323504564932477,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-09-30,7191061,0.006018009961886076,0.005999973227030608,205998,0.004525284049349002,0.004515053769404531,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-10-01,7233043,0.005838081473651802,0.005821105106623037,206928,0.0045146069379314365,0.0045044248511239005,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-10-02,7277814,0.006189787617742629,0.006170708717441187,207808,0.004252686924920745,0.004243649343090183,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-10-03,7332285,0.007484527634259408,0.00745665651317573,208716,0.004369417924237758,0.004359878798982919,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-10-04,7382944,0.0069090331322364034,0.006885274194125657,209394,0.0032484332777554187,0.0032431530033534273,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-10-05,7417845,0.00472724701690816,0.004716108036122435,209794,0.0019102744109191286,0.0019084430516240758,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-10-06,7458550,0.005487442781562569,0.005472440885348817,210192,0.0018970990590769993,0.0018952928137920821,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-10-07,7501612,0.005773508255626093,0.005756904660914941,210909,0.0034111669330897467,0.0034053459266907282,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-10-08,7549794,0.006422886174331597,0.006402346489009503,211801,0.004229312167806969,0.004220373795831733,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-10-09,7606594,0.00752338408173786,0.007495223586980515,212773,0.00458921345980425,0.004578693558366709,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-10-10,7664676,0.007635743408942294,0.007606737678914399,213787,0.004765642257241285,0.004754300242328924,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-10-11,7718947,0.007080664596911859,0.007055713480795589,214377,0.002759756205943299,0.0027559421973322173,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-10-12,7762544,0.005648050180937892,0.005632159023132743,214771,0.001837883728198454,0.0018361883290243242,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-10-13,7804197,0.005365895510543966,0.005351549699073033,215085,0.0014620223400738461,0.001460947828581638,66.20,0.059200000000000044,0.056633341630457856,66.67,0.0,0.0,68.45,0.03602240048433494,0.03487021908870691,69.44,0.04154792260386975,0.040118333383871274,62.50,0.0,0.0
United States,USA,2020-10-14,7856714,0.006729327821939912,0.0067067861056830935,215902,0.003798498268126555,0.003791284597141953,66.20,0.0,0.0,66.67,0.0,0.0,68.45,0.0,0.0,69.44,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-10-15,7916100,0.007558630745627243,0.007530206479099633,216872,0.004492779131272522,0.004482696010452258,66.20,0.0,0.0,66.67,0.0,0.0,68.45,0.0,0.0,69.44,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-10-16,7979885,0.00805762938820884,0.008025339017290634,217700,0.003817920247888155,0.0038106329506302217,66.20,0.0,0.0,66.67,0.0,0.0,68.45,0.0,0.0,69.44,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-10-17,8050141,0.008804136901722269,0.008765605381055863,218599,0.004129536058796509,0.004121014035224135,66.20,0.0,0.0,66.67,0.0,0.0,68.45,0.0,0.0,69.44,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-10-18,8106752,0.007032299185815503,0.007007687017756226,219289,0.0031564645766906526,0.0031514790065063636,66.20,0.0,0.0,66.67,0.0,0.0,68.45,0.0,0.0,69.44,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-10-19,8154595,0.0059016237329080744,0.005884276642209585,219674,0.0017556740192166502,0.0017541266329619276,66.20,0.0,0.0,66.67,0.0,0.0,68.45,0.0,0.0,69.44,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-10-20,8214755,0.007377435666639484,0.0073503545966495665,220133,0.002089459835938709,0.002087270458966728,66.20,0.0,0.0,66.67,0.0,0.0,68.45,0.0,0.0,69.44,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-10-21,8273304,0.007127297162240383,0.007102017161891183,221066,0.004238346817605721,0.004229371151737382,66.20,0.0,0.0,66.67,0.0,0.0,68.45,0.0,0.0,69.44,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-10-22,8336282,0.007612194596016295,0.0075833671260756574,222201,0.005134213311861616,0.005121055072502045,66.20,0.0,0.0,66.67,0.0,0.0,68.45,0.0,0.0,69.44,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-10-23,8408340,0.008643901441913793,0.00860675579397352,223042,0.0037848614542688825,0.0037776999187411064,66.20,0.0,0.0,66.67,0.0,0.0,68.45,0.0,0.0,69.44,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-10-24,8493669,0.010148138633785027,0.010096990817745066,223995,0.004272737869997579,0.004263616568888295,66.20,0.0,0.0,66.67,0.0,0.0,68.45,0.0,0.0,69.44,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-10-25,8576725,0.009778577432202739,0.009731075413425216,224899,0.004035804370633273,0.004027664412527443,66.20,0.0,0.0,66.67,0.0,0.0,68.45,0.0,0.0,69.44,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-10-26,8636165,0.006930384266721855,0.006906478733624155,225230,0.001471771773107039,0.001470683244034987,62.50,-0.055891238670694905,-0.056633341630457856,66.67,0.0,0.0,66.07,-0.03476990504017545,-0.03487021908870691,66.67,-0.03989055299539165,-0.040118333383871274,62.50,0.0,0.0
United States,USA,2020-10-27,8704524,0.007915434686576739,0.007884271060374815,225735,0.002242152466367713,0.0022396326608742356,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-10-28,8779653,0.008631029106244064,0.00859399373547376,226723,0.004376813520278203,0.004367243824107803,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-10-29,8858024,0.008926434791898951,0.008886828678896563,227700,0.004309223148952687,0.004299946109286523,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-10-30,8946154,0.00994917150822802,0.009900003235317811,228668,0.004251207729468599,0.004242178283773157,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-10-31,9047427,0.011320283554251357,0.011256687384786801,229708,0.004548078436860427,0.004537747381270663,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-11-01,9126361,0.008724469398868872,0.008686630179674637,230556,0.0036916433036724887,0.003684829900578279,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-11-02,9207362,0.008875498131182845,0.008836341447480578,230996,0.0019084300560384463,0.0019066030552785662,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-11-03,9291245,0.009110427069121426,0.009069176492893405,231551,0.0024026390067360473,0.002399746908301026,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-11-04,9383979,0.009980793747231938,0.0099313135169119,232627,0.004646924435653485,0.004636140838799818,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-11-05,9486486,0.010923617795819875,0.010864384891085876,233729,0.004737197315874769,0.004725991839302779,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-11-06,9608922,0.012906359636223571,0.012823780989485556,234937,0.00516837876343971,0.005155046536847507,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-11-07,9739545,0.013593928642567813,0.013502358716245055,236099,0.004946006801823467,0.004933794543742209,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-11-08,9860958,0.012465982753814475,0.012388920889797816,237113,0.004294808533708317,0.004285594052387154,62.50,0.0,0.0,66.67,0.0,0.0,66.07,0.0,0.0,66.67,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-11-09,9971651,0.011225379927589185,0.011162841790554268,237572,0.0019357858911152068,0.0019339065238987985,65.28,0.04448000000000002,0.04284828665971663,71.43,0.07139643017849115,0.06797762796310014,67.86,0.027092477675193075,0.026338607798732205,68.75,0.031198440077996072,0.030274470457340108,62.50,0.0,0.0
United States,USA,2020-11-10,10110552,0.013929588991832947,0.013833462516203099,238251,0.0028580809186267743,0.0028539923748720497,65.28,0.0,0.0,71.43,0.0,0.0,67.86,0.0,0.0,68.75,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-11-11,10257826,0.014566365911574362,0.014461294083940146,239683,0.006010467951865889,0.005992452065529008,65.28,0.0,0.0,71.43,0.0,0.0,67.86,0.0,0.0,68.75,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-11-12,10401132,0.013970406594925669,0.013873718582317451,241800,0.008832499593212702,0.008793684713284122,65.28,0.0,0.0,71.43,0.0,0.0,67.86,0.0,0.0,68.75,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-11-13,10554801,0.014774257263536315,0.014666179721050554,242430,0.0026054590570719605,0.0026020599855538507,65.28,0.0,0.0,71.43,0.0,0.0,67.86,0.0,0.0,68.75,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-11-14,10739614,0.01750985167792363,0.01735831889608974,244345,0.007899187394299385,0.007868119814061103,65.28,0.0,0.0,71.43,0.0,0.0,67.86,0.0,0.0,68.75,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-11-15,10904891,0.015389473029477596,0.015272254752282777,245600,0.005136180400662997,0.005123014304883711,65.28,0.0,0.0,71.43,0.0,0.0,67.86,0.0,0.0,68.75,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-11-16,11037061,0.012120249528399688,0.012047386352826095,246214,0.0025,0.0024968700448582126,75.46,0.15594362745098028,0.14287953570990464,76.90,0.07657846843063136,0.07280537466946768,74.40,0.09637488947833785,0.09073181710353229,76.39,0.11112727272727274,0.1039401525808934,62.50,0.0,0.0
United States,USA,2020-11-17,11205486,0.015259950089974134,0.01514468680477421,247220,0.004085876513926909,0.004077535460881521,75.46,0.0,0.0,76.90,0.0,0.0,74.40,0.0,0.0,76.39,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-11-18,11359802,0.013771468725229767,0.013677502545082376,248687,0.005933985923468975,0.00591642530886638,75.46,0.0,0.0,76.90,0.0,0.0,74.40,0.0,0.0,76.39,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-11-19,11529807,0.01496548971540173,0.014854610337355467,250537,0.007439069995616981,0.007411506886395358,75.46,0.0,0.0,76.90,0.0,0.0,74.40,0.0,0.0,76.39,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-11-20,11717827,0.016307298118693574,0.016175760811428574,252555,0.008054698507605663,0.008022400676662045,75.46,0.0,0.0,76.90,0.0,0.0,74.40,0.0,0.0,76.39,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-11-21,11913944,0.016736635555380703,0.016598120036054098,254413,0.007356813367385322,0.007329855094733162,75.46,0.0,0.0,76.90,0.0,0.0,74.40,0.0,0.0,76.39,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-11-22,12089438,0.014730134706021785,0.014622698786805444,255899,0.005840896495069041,0.005823881767408778,75.46,0.0,0.0,76.90,0.0,0.0,74.40,0.0,0.0,76.39,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-11-23,12246909,0.013025502095300047,0.012941398708697704,256782,0.003450580111684688,0.003444627081840679,75.46,0.0,0.0,76.90,0.0,0.0,74.40,0.0,0.0,76.39,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-11-24,12420872,0.01420464543339058,0.014104703616506953,257701,0.003578911294405371,0.003572508342980285,75.46,0.0,0.0,76.90,0.0,0.0,74.40,0.0,0.0,76.39,0.0,0.0,62.50,0.0,0.0
United States,USA,2020-11-25,12591165,0.013710229040279942,0.013617093062798347,259925,0.00863015665441733,0.008593096529704525,75.46,0.0,0.0,76.90,0.0,0.0,74.40,0.0,0.0,76.39,0.0,0.0,62.50,0.0,0.0
