Symbol,Name,Date,Log Return
DGX,Quest Diagnostics,2020-03-27,-0.06849523
DHI,D- R- Horton,2020-03-16,-0.22601022
DHI,D- R- Horton,2020-03-12,-0.15115935
DHI,D- R- Horton,2020-03-11,-0.11128338
DHI,D- R- Horton,2020-03-09,-0.10942392
DHI,D- R- Horton,2020-06-11,-0.09714197
DHR,Danaher Corp-,2020-03-16,-0.10230823
DHR,Danaher Corp-,2020-03-12,-0.07817291
DHR,Danaher Corp-,2020-04-01,-0.07273623
DHR,Danaher Corp-,2020-01-31,-0.049597993
DHR,Danaher Corp-,2020-11-09,-0.04875353
DIS,The Walt Disney Company,2020-03-12,-0.13908456
DIS,The Walt Disney Company,2020-03-09,-0.099526554
DIS,The Walt Disney Company,2020-03-20,-0.09902503
DIS,The Walt Disney Company,2020-03-27,-0.08887684
DIS,The Walt Disney Company,2020-06-11,-0.081298485
DISCA,"Discovery, Inc- (Class A)",2020-03-20,-0.12321714
DISCA,"Discovery, Inc- (Class A)",2020-03-16,-0.10395382
DISCA,"Discovery, Inc- (Class A)",2020-04-30,-0.09806364
DISCA,"Discovery, Inc- (Class A)",2020-03-27,-0.09516683
DISCA,"Discovery, Inc- (Class A)",2020-06-09,-0.09080792
DISCK,"Discovery, Inc- (Class C)",2020-03-16,-0.11907562
DISCK,"Discovery, Inc- (Class C)",2020-03-20,-0.1130957
DISCK,"Discovery, Inc- (Class C)",2020-03-18,-0.10178276
DISCK,"Discovery, Inc- (Class C)",2020-04-30,-0.09749034
DISCK,"Discovery, Inc- (Class C)",2020-03-27,-0.08861267
DISH,Dish Network,2020-03-12,-0.17219487
DISH,Dish Network,2020-03-09,-0.15843917
DISH,Dish Network,2020-03-16,-0.13890539
DISH,Dish Network,2020-03-11,-0.11068981
DISH,Dish Network,2020-03-18,-0.10813146
DLR,Digital Realty Trust Inc,2020-03-23,-0.11623716
DLR,Digital Realty Trust Inc,2020-03-16,-0.11077021
DLR,Digital Realty Trust Inc,2020-03-19,-0.0919882
DLR,Digital Realty Trust Inc,2020-05-12,-0.08248757
DLR,Digital Realty Trust Inc,2020-03-12,-0.065064244
DLTR,Dollar Tree,2020-03-12,-0.1733977
DLTR,Dollar Tree,2019-11-26,-0.16536494
DLTR,Dollar Tree,2020-03-18,-0.15351862
DLTR,Dollar Tree,2020-03-16,-0.10848902
DLTR,Dollar Tree,2020-03-31,-0.08327268
DOV,Dover Corporation,2020-03-16,-0.17803328
DOV,Dover Corporation,2020-03-18,-0.14955953
DOV,Dover Corporation,2020-03-12,-0.11019807
DOV,Dover Corporation,2020-03-09,-0.07932859
DOV,Dover Corporation,2020-03-20,-0.06823658
DOW,Dow Inc-,2020-03-09,-0.24408232
DOW,Dow Inc-,2020-03-12,-0.16763887
DOW,Dow Inc-,2020-03-16,-0.15505938
DOW,Dow Inc-,2020-03-11,-0.11496059
DOW,Dow Inc-,2020-06-11,-0.10439222
DPZ,Domino's Pizza,2020-03-16,-0.10062382
DPZ,Domino's Pizza,2020-03-20,-0.07446988
DPZ,Domino's Pizza,2020-10-08,-0.07223768
DPZ,Domino's Pizza,2020-03-31,-0.06764449
DPZ,Domino's Pizza,2020-03-25,-0.066519715
DRE,Duke Realty Corp,2020-03-16,-0.19812965
DRE,Duke Realty Corp,2020-03-12,-0.10112415
DRE,Duke Realty Corp,2020-03-09,-0.08575366
DRE,Duke Realty Corp,2020-03-11,-0.07455484
DRE,Duke Realty Corp,2020-04-01,-0.07036152
DRI,Darden Restaurants,2020-03-16,-0.28320143
DRI,Darden Restaurants,2020-03-18,-0.2049462
DRI,Darden Restaurants,2020-03-12,-0.17107612
DRI,Darden Restaurants,2020-04-01,-0.16839038
DRI,Darden Restaurants,2020-03-11,-0.16251892
DTE,DTE Energy Co-,2020-03-16,-0.1497191
DTE,DTE Energy Co-,2020-03-18,-0.13784024
DTE,DTE Energy Co-,2020-03-12,-0.13261247
DTE,DTE Energy Co-,2020-03-09,-0.12446874
DTE,DTE Energy Co-,2020-03-23,-0.0775058
DUK,Duke Energy,2020-03-12,-0.12219123
DUK,Duke Energy,2020-03-16,-0.113333285
DUK,Duke Energy,2020-03-20,-0.09278175
DUK,Duke Energy,2020-03-18,-0.08136142
DUK,Duke Energy,2020-03-23,-0.06414873
DVA,DaVita Inc-,2020-03-20,-0.09322375
DVA,DaVita Inc-,2020-03-12,-0.09257588
DVA,DaVita Inc-,2020-04-03,-0.07041645
DVA,DaVita Inc-,2020-04-21,-0.066535674
DVA,DaVita Inc-,2020-03-03,-0.058468442
DVN,Devon Energy,2020-03-09,-0.4683595
DVN,Devon Energy,2020-03-18,-0.17738026
DVN,Devon Energy,2020-03-06,-0.17644544
DVN,Devon Energy,2020-03-17,-0.15856376
DVN,Devon Energy,2020-03-27,-0.15709889
DXC,DXC Technology,2020-03-16,-0.33317515
DXC,DXC Technology,2020-03-12,-0.20161791
DXC,DXC Technology,2020-03-09,-0.19618496
DXC,DXC Technology,2020-05-29,-0.15364787
DXC,DXC Technology,2020-06-11,-0.1370796
DXCM,DexCom,2020-03-16,-0.18749845
DXCM,DexCom,2020-03-11,-0.10076235
DXCM,DexCom,2020-10-27,-0.09365364
DXCM,DexCom,2020-10-28,-0.0864121
DXCM,DexCom,2020-07-13,-0.08397219
EA,Electronic Arts,2020-03-16,-0.09040773
EA,Electronic Arts,2020-03-12,-0.08054526
EA,Electronic Arts,2020-11-06,-0.07388621
EA,Electronic Arts,2020-03-09,-0.06464376
EA,Electronic Arts,2020-03-18,-0.05604316
EBAY,eBay Inc-,2020-10-29,-0.07747951
EBAY,eBay Inc-,2020-03-20,-0.0706835
EBAY,eBay Inc-,2020-03-18,-0.061338507
EBAY,eBay Inc-,2020-03-19,-0.0558437
EBAY,eBay Inc-,2020-03-12,-0.053062934
ECL,Ecolab Inc-,2020-03-23,-0.12490946
ECL,Ecolab Inc-,2020-03-12,-0.12255108
ECL,Ecolab Inc-,2020-03-20,-0.11756371
ECL,Ecolab Inc-,2020-06-11,-0.10919934
ECL,Ecolab Inc-,2020-07-28,-0.09036108
ED,Consolidated Edison,2020-03-19,-0.14080913
ED,Consolidated Edison,2020-03-23,-0.105069704
ED,Consolidated Edison,2020-03-16,-0.10174616
ED,Consolidated Edison,2020-03-20,-0.09832384
ED,Consolidated Edison,2020-02-28,-0.05396041
EFX,Equifax Inc-,2020-03-20,-0.08835928
EFX,Equifax Inc-,2020-03-16,-0.08743152
EFX,Equifax Inc-,2020-03-09,-0.084479116
EFX,Equifax Inc-,2020-03-18,-0.076671526
EFX,Equifax Inc-,2020-03-19,-0.07267724
EIX,Edison Int'l,2020-03-16,-0.14310081
EIX,Edison Int'l,2020-03-12,-0.13052289
EIX,Edison Int'l,2020-03-09,-0.09020411
EIX,Edison Int'l,2020-03-11,-0.067161
EIX,Edison Int'l,2020-04-01,-0.06640192
EL,Estée Lauder Companies,2020-03-16,-0.1449607
EL,Estée Lauder Companies,2020-03-12,-0.09198251
EL,Estée Lauder Companies,2020-03-11,-0.082683496
EL,Estée Lauder Companies,2020-03-09,-0.07601334
EL,Estée Lauder Companies,2020-03-27,-0.073761195
EMN,Eastman Chemical,2020-03-16,-0.14622857
EMN,Eastman Chemical,2020-03-09,-0.14322065
EMN,Eastman Chemical,2020-06-11,-0.12833229
EMN,Eastman Chemical,2020-03-12,-0.113556
EMN,Eastman Chemical,2020-03-11,-0.08529103
EMR,Emerson Electric Company,2020-03-09,-0.21019267
EMR,Emerson Electric Company,2020-03-23,-0.14654374
EMR,Emerson Electric Company,2020-03-18,-0.14206317
EMR,Emerson Electric Company,2020-03-12,-0.12138559
EMR,Emerson Electric Company,2020-06-11,-0.08585289
EOG,EOG Resources,2020-03-09,-0.3857689
EOG,EOG Resources,2020-03-12,-0.17872538
EOG,EOG Resources,2020-03-16,-0.11240953
EOG,EOG Resources,2020-03-06,-0.112262495
EOG,EOG Resources,2020-09-10,-0.096744575
EQIX,Equinix,2020-03-16,-0.13541701
EQIX,Equinix,2020-03-20,-0.08235449
EQIX,Equinix,2020-11-09,-0.06659587
EQIX,Equinix,2020-03-09,-0.058542304
EQIX,Equinix,2020-03-12,-0.05787183
EQR,Equity Residential,2020-03-16,-0.18528752
EQR,Equity Residential,2020-03-20,-0.09186783
EQR,Equity Residential,2020-03-18,-0.087859824
EQR,Equity Residential,2020-03-23,-0.07314849
EQR,Equity Residential,2020-10-28,-0.071958415
ES,Eversource Energy,2020-03-16,-0.1372011
ES,Eversource Energy,2020-03-20,-0.11995941
ES,Eversource Energy,2020-03-19,-0.11279546
ES,Eversource Energy,2020-03-23,-0.093658
ES,Eversource Energy,2020-03-31,-0.06724394
ESS,"Essex Property Trust, Inc-",2020-03-16,-0.20925042
ESS,"Essex Property Trust, Inc-",2020-03-18,-0.13503937
ESS,"Essex Property Trust, Inc-",2020-04-01,-0.09480176
ESS,"Essex Property Trust, Inc-",2020-04-20,-0.075382784
ESS,"Essex Property Trust, Inc-",2020-03-23,-0.07452732
ETN,Eaton Corporation,2020-03-16,-0.12747216
ETN,Eaton Corporation,2020-03-23,-0.116840154
ETN,Eaton Corporation,2020-03-09,-0.10971766
ETN,Eaton Corporation,2020-03-20,-0.10958686
ETN,Eaton Corporation,2020-03-12,-0.10553179
ETR,Entergy Corp-,2020-03-16,-0.17113404
ETR,Entergy Corp-,2020-03-18,-0.14225952
ETR,Entergy Corp-,2020-03-12,-0.09366312
ETR,Entergy Corp-,2020-04-01,-0.093523964
ETR,Entergy Corp-,2020-03-09,-0.07413271
ETSY,Etsy,2020-11-09,-0.18808053
ETSY,Etsy,2020-03-16,-0.16272292
ETSY,Etsy,2020-03-11,-0.14331321
ETSY,Etsy,2020-03-12,-0.13151412
ETSY,Etsy,2020-03-19,-0.124365166
EVRG,Evergy,2020-03-16,-0.17507091
EVRG,Evergy,2020-03-20,-0.1551796
EVRG,Evergy,2020-08-04,-0.1234628
EVRG,Evergy,2020-03-12,-0.10812651
EVRG,Evergy,2020-03-09,-0.07907665
EW,Edwards Lifesciences,2020-03-16,-0.11269493
EW,Edwards Lifesciences,2020-04-01,-0.0885838
EW,Edwards Lifesciences,2020-03-20,-0.08031532
EW,Edwards Lifesciences,2020-03-09,-0.07456023
EW,Edwards Lifesciences,2020-06-11,-0.07389807
EXC,Exelon Corp-,2020-03-16,-0.17541479
EXC,Exelon Corp-,2020-03-12,-0.12108541
EXC,Exelon Corp-,2020-04-01,-0.094821356
EXC,Exelon Corp-,2020-03-18,-0.08579996
EXC,Exelon Corp-,2020-03-11,-0.079868734
EXPD,Expeditors,2020-03-16,-0.10357137
EXPD,Expeditors,2020-03-12,-0.082594454
EXPD,Expeditors,2020-06-11,-0.057724874
EXPD,Expeditors,2020-01-17,-0.057172835
EXPD,Expeditors,2020-10-28,-0.055500112
EXPE,Expedia Group,2020-03-16,-0.24133174
EXPE,Expedia Group,2020-03-18,-0.17020014
EXPE,Expedia Group,2020-03-12,-0.164508
EXPE,Expedia Group,2020-06-11,-0.11691068
EXPE,Expedia Group,2020-03-11,-0.11402254
EXR,Extra Space Storage,2020-03-16,-0.16805238
EXR,Extra Space Storage,2020-03-20,-0.08393334
EXR,Extra Space Storage,2020-03-12,-0.08096909
EXR,Extra Space Storage,2020-05-12,-0.0741917
EXR,Extra Space Storage,2020-02-19,-0.07109955
F,Ford Motor Company,2020-03-16,-0.1166735
F,Ford Motor Company,2020-03-18,-0.10735857
F,Ford Motor Company,2020-06-11,-0.10519734
F,Ford Motor Company,2020-02-05,-0.09956758
F,Ford Motor Company,2020-03-12,-0.09785582
FANG,Diamondback Energy,2020-03-09,-0.5914177
FANG,Diamondback Energy,2020-03-18,-0.2624631
FANG,Diamondback Energy,2020-03-06,-0.18125696
FANG,Diamondback Energy,2020-03-17,-0.14940816
FANG,Diamondback Energy,2020-03-16,-0.14627449
FAST,Fastenal Co,2020-03-20,-0.11677733
FAST,Fastenal Co,2020-03-09,-0.09095782
FAST,Fastenal Co,2020-03-16,-0.07205672
FAST,Fastenal Co,2020-03-12,-0.06459924
FAST,Fastenal Co,2020-09-08,-0.056916926
FB,"Facebook, Inc-",2020-03-16,-0.15376906
FB,"Facebook, Inc-",2020-03-12,-0.09720933
FB,"Facebook, Inc-",2020-06-26,-0.086826205
FB,"Facebook, Inc-",2020-03-09,-0.066141196
FB,"Facebook, Inc-",2020-10-30,-0.065177314
FBHS,Fortune Brands Home & Security,2020-03-16,-0.1724934
FBHS,Fortune Brands Home & Security,2020-03-12,-0.14235899
FBHS,Fortune Brands Home & Security,2020-03-18,-0.13318889
FBHS,Fortune Brands Home & Security,2020-11-09,-0.09615013
FBHS,Fortune Brands Home & Security,2020-04-01,-0.09373913
FCX,Freeport-McMoRan Inc-,2020-03-18,-0.19912869
FCX,Freeport-McMoRan Inc-,2020-03-16,-0.18791492
FCX,Freeport-McMoRan Inc-,2020-06-11,-0.14619063
FCX,Freeport-McMoRan Inc-,2020-03-09,-0.13611017
FCX,Freeport-McMoRan Inc-,2020-03-12,-0.12442447
FDX,FedEx Corporation,2020-03-16,-0.16412555
FDX,FedEx Corporation,2020-03-12,-0.13490933
FDX,FedEx Corporation,2019-12-18,-0.105680466
FDX,FedEx Corporation,2020-03-09,-0.09852653
FDX,FedEx Corporation,2020-06-11,-0.08615702
FE,FirstEnergy Corp,2020-07-22,-0.2345219
FE,FirstEnergy Corp,2020-07-21,-0.1862069
FE,FirstEnergy Corp,2020-03-16,-0.18426336
FE,FirstEnergy Corp,2020-03-12,-0.11304124
FE,FirstEnergy Corp,2020-03-09,-0.07945121
FFIV,F5 Networks,2020-03-16,-0.09980459
FFIV,F5 Networks,2020-03-12,-0.0919485
FFIV,F5 Networks,2020-07-28,-0.091831736
FFIV,F5 Networks,2020-03-11,-0.08938945
FFIV,F5 Networks,2020-03-09,-0.06876003
FIS,Fidelity National Information Services,2020-03-16,-0.18139817
FIS,Fidelity National Information Services,2020-03-12,-0.11547304
FIS,Fidelity National Information Services,2020-03-18,-0.101701185
FIS,Fidelity National Information Services,2020-03-09,-0.07315734
FIS,Fidelity National Information Services,2020-04-01,-0.059967175
FISV,Fiserv Inc,2020-03-16,-0.18236022
FISV,Fiserv Inc,2020-03-18,-0.11581834
FISV,Fiserv Inc,2020-04-01,-0.07632113
FISV,Fiserv Inc,2020-03-12,-0.07604758
FISV,Fiserv Inc,2020-06-11,-0.06607089
FITB,Fifth Third Bancorp,2020-03-16,-0.24565826
FITB,Fifth Third Bancorp,2020-03-09,-0.1931913
FITB,Fifth Third Bancorp,2020-03-18,-0.17845803
FITB,Fifth Third Bancorp,2020-06-11,-0.12590745
FITB,Fifth Third Bancorp,2020-03-12,-0.1049831
FLIR,FLIR Systems,2020-03-20,-0.20734541
FLIR,FLIR Systems,2020-02-27,-0.1967344
FLIR,FLIR Systems,2020-08-06,-0.13396516
FLIR,FLIR Systems,2020-03-12,-0.12434794
FLIR,FLIR Systems,2020-03-09,-0.09030877
FLS,Flowserve Corporation,2020-03-09,-0.20133626
FLS,Flowserve Corporation,2020-03-16,-0.13375357
FLS,Flowserve Corporation,2020-06-11,-0.10968446
FLS,Flowserve Corporation,2020-03-12,-0.10641633
FLS,Flowserve Corporation,2020-03-18,-0.10106771
FLT,FleetCor Technologies Inc,2020-03-09,-0.11276378
FLT,FleetCor Technologies Inc,2020-03-18,-0.112298645
FLT,FleetCor Technologies Inc,2020-03-16,-0.11010956
FLT,FleetCor Technologies Inc,2020-08-07,-0.08897667
FLT,FleetCor Technologies Inc,2020-03-23,-0.08540378
FMC,FMC Corporation,2020-03-16,-0.21508412
FMC,FMC Corporation,2020-03-18,-0.1375354
FMC,FMC Corporation,2020-03-09,-0.13320008
FMC,FMC Corporation,2020-06-11,-0.080261566
FMC,FMC Corporation,2020-03-12,-0.072464794
FOX,Fox Corporation (Class B),2020-03-27,-0.109887436
FOX,Fox Corporation (Class B),2020-03-18,-0.10540727
FOX,Fox Corporation (Class B),2020-03-16,-0.090240255
FOX,Fox Corporation (Class B),2020-03-20,-0.09008236
FOX,Fox Corporation (Class B),2020-04-30,-0.08938862
FOXA,Fox Corporation (Class A),2020-03-18,-0.118081376
FOXA,Fox Corporation (Class A),2020-03-27,-0.10371541
FOXA,Fox Corporation (Class A),2020-04-30,-0.092248246
FOXA,Fox Corporation (Class A),2020-03-16,-0.08537876
FOXA,Fox Corporation (Class A),2020-03-20,-0.08359121
FRC,First Republic Bank,2020-03-16,-0.154874
FRC,First Republic Bank,2020-03-20,-0.12383895
FRC,First Republic Bank,2020-03-09,-0.09452032
FRC,First Republic Bank,2020-03-18,-0.092269935
FRC,First Republic Bank,2020-06-11,-0.06472277
FRT,Federal Realty Investment Trust,2020-03-18,-0.24021553
FRT,Federal Realty Investment Trust,2020-03-16,-0.21630791
FRT,Federal Realty Investment Trust,2020-09-21,-0.109255746
FRT,Federal Realty Investment Trust,2020-03-12,-0.08236163
FRT,Federal Realty Investment Trust,2020-04-15,-0.08173838
FTI,TechnipFMC,2020-03-09,-0.3047583
FTI,TechnipFMC,2020-03-16,-0.21999723
FTI,TechnipFMC,2020-03-18,-0.20826289
FTI,TechnipFMC,2020-03-12,-0.19007255
FTI,TechnipFMC,2020-03-11,-0.1712602
FTNT,Fortinet,2020-03-12,-0.14853826
FTNT,Fortinet,2020-03-09,-0.13264163
FTNT,Fortinet,2020-07-13,-0.10612294
FTNT,Fortinet,2020-04-21,-0.10471787
FTNT,Fortinet,2020-09-03,-0.094029024
FTV,Fortive Corp,2020-03-18,-0.15586123
FTV,Fortive Corp,2020-03-16,-0.14167239
FTV,Fortive Corp,2020-03-23,-0.08156129
FTV,Fortive Corp,2020-03-09,-0.07294579
FTV,Fortive Corp,2020-03-12,-0.06428053
GD,General Dynamics,2020-03-12,-0.115705386
GD,General Dynamics,2020-03-16,-0.09724561
GD,General Dynamics,2020-03-09,-0.08316558
GD,General Dynamics,2020-03-18,-0.08299177
GD,General Dynamics,2020-03-23,-0.06702721
GE,General Electric,2020-03-16,-0.16439405
GE,General Electric,2020-03-09,-0.13535672
GE,General Electric,2020-03-12,-0.1271139
GE,General Electric,2020-04-01,-0.12030512
GE,General Electric,2020-06-11,-0.090721555
GILD,Gilead Sciences,2020-03-09,-0.087215446
GILD,Gilead Sciences,2020-03-12,-0.072001785
GILD,Gilead Sciences,2020-03-20,-0.06972062
GILD,Gilead Sciences,2020-03-25,-0.05989808
GILD,Gilead Sciences,2020-06-11,-0.05644889
GIS,General Mills,2020-03-23,-0.12116142
GIS,General Mills,2020-03-19,-0.07308285
GIS,General Mills,2020-09-08,-0.059200473
GIS,General Mills,2020-03-12,-0.055813044
GIS,General Mills,2020-11-09,-0.04539001
GL,Globe Life Inc-,2020-03-16,-0.14448811
GL,Globe Life Inc-,2020-03-09,-0.14421175
GL,Globe Life Inc-,2020-03-12,-0.14007553
GL,Globe Life Inc-,2020-06-11,-0.108611956
GL,Globe Life Inc-,2020-04-01,-0.08629171
GLW,Corning Inc-,2020-03-16,-0.17916863
GLW,Corning Inc-,2020-03-12,-0.123034395
GLW,Corning Inc-,2020-03-20,-0.12025434
GLW,Corning Inc-,2020-03-09,-0.085550845
GLW,Corning Inc-,2020-04-01,-0.07216246
GM,General Motors,2020-03-18,-0.19022676
GM,General Motors,2020-03-16,-0.16268554
GM,General Motors,2020-03-09,-0.15015033
GM,General Motors,2020-03-12,-0.12086466
GM,General Motors,2020-06-11,-0.081493035
GOOG,Alphabet Inc- (Class C),2020-03-16,-0.117667265
GOOG,Alphabet Inc- (Class C),2020-03-12,-0.08630778
GOOG,Alphabet Inc- (Class C),2020-03-09,-0.065935545
GOOG,Alphabet Inc- (Class C),2020-06-26,-0.058155082
GOOG,Alphabet Inc- (Class C),2020-10-28,-0.056178425
GOOGL,Alphabet Inc- (Class A),2020-03-16,-0.12368462
GOOGL,Alphabet Inc- (Class A),2020-03-12,-0.08560842
GOOGL,Alphabet Inc- (Class A),2020-03-09,-0.063687846
GOOGL,Alphabet Inc- (Class A),2020-10-28,-0.056664042
GOOGL,Alphabet Inc- (Class A),2020-06-26,-0.05605606
GPC,Genuine Parts,2020-03-20,-0.15003847
GPC,Genuine Parts,2020-03-18,-0.14691171
GPC,Genuine Parts,2020-03-16,-0.110884346
GPC,Genuine Parts,2020-03-23,-0.09587036
GPC,Genuine Parts,2020-04-01,-0.0706067
GPN,Global Payments Inc-,2020-03-16,-0.2128064
GPN,Global Payments Inc-,2020-03-18,-0.093917474
GPN,Global Payments Inc-,2020-03-20,-0.09240301
GPN,Global Payments Inc-,2020-03-12,-0.09141995
GPN,Global Payments Inc-,2020-03-09,-0.08608022
GPS,Gap Inc-,2020-03-16,-0.25940844
GPS,Gap Inc-,2020-04-01,-0.17835219
GPS,Gap Inc-,2020-03-23,-0.13948491
GPS,Gap Inc-,2020-03-11,-0.12494863
GPS,Gap Inc-,2020-06-10,-0.12270697
GRMN,Garmin Ltd-,2020-03-12,-0.09956721
GRMN,Garmin Ltd-,2020-03-16,-0.08764629
GRMN,Garmin Ltd-,2020-03-09,-0.07544474
GRMN,Garmin Ltd-,2020-03-20,-0.05995628
GRMN,Garmin Ltd-,2020-06-11,-0.058628004
GS,Goldman Sachs Group,2020-03-16,-0.13588053
GS,Goldman Sachs Group,2020-03-12,-0.1316964
GS,Goldman Sachs Group,2020-03-18,-0.12504126
GS,Goldman Sachs Group,2020-03-09,-0.10972001
GS,Goldman Sachs Group,2020-06-11,-0.09520246
GWW,Grainger (W-W-) Inc-,2020-03-16,-0.14753772
GWW,Grainger (W-W-) Inc-,2020-03-12,-0.10924825
GWW,Grainger (W-W-) Inc-,2020-03-09,-0.106676936
GWW,Grainger (W-W-) Inc-,2020-03-20,-0.09455294
GWW,Grainger (W-W-) Inc-,2020-04-23,-0.06624695
HAL,Halliburton Co-,2020-03-09,-0.47230163
HAL,Halliburton Co-,2020-03-18,-0.28659683
HAL,Halliburton Co-,2020-03-12,-0.19854437
HAL,Halliburton Co-,2020-03-16,-0.18540323
HAL,Halliburton Co-,2020-06-11,-0.16686618
HAS,Hasbro Inc-,2020-03-16,-0.20705235
HAS,Hasbro Inc-,2020-03-12,-0.15772961
HAS,Hasbro Inc-,2020-10-26,-0.09814025
HAS,Hasbro Inc-,2020-02-21,-0.09443067
HAS,Hasbro Inc-,2020-03-09,-0.09389532
HBAN,Huntington Bancshares,2020-03-09,-0.16273056
HBAN,Huntington Bancshares,2020-03-16,-0.11949499
HBAN,Huntington Bancshares,2020-06-26,-0.116772436
HBAN,Huntington Bancshares,2020-04-01,-0.09713892
HBAN,Huntington Bancshares,2020-11-04,-0.09549056
HBI,Hanesbrands Inc,2020-11-05,-0.20543331
HBI,Hanesbrands Inc,2020-03-16,-0.144214
HBI,Hanesbrands Inc,2020-06-11,-0.11619449
HBI,Hanesbrands Inc,2020-03-11,-0.10712883
HBI,Hanesbrands Inc,2020-05-28,-0.10143511
HCA,HCA Healthcare,2020-03-16,-0.21091998
HCA,HCA Healthcare,2020-03-18,-0.12834406
HCA,HCA Healthcare,2020-03-12,-0.10359553
HCA,HCA Healthcare,2020-03-17,-0.086397946
HCA,HCA Healthcare,2020-03-09,-0.08581141
HD,Home Depot,2020-03-16,-0.22056988
HD,Home Depot,2020-03-12,-0.11065109
HD,Home Depot,2020-03-18,-0.10950276
HD,Home Depot,2020-03-09,-0.08228431
HD,Home Depot,2020-06-11,-0.060676187
HES,Hess Corporation,2020-03-09,-0.41050598
HES,Hess Corporation,2020-03-16,-0.11746089
HES,Hess Corporation,2020-03-12,-0.11085691
HES,Hess Corporation,2020-07-09,-0.09880369
HES,Hess Corporation,2020-06-11,-0.09798315
HFC,HollyFrontier Corp,2020-03-23,-0.17730726
HFC,HollyFrontier Corp,2020-03-09,-0.17154448
HFC,HollyFrontier Corp,2020-03-12,-0.12914939
HFC,HollyFrontier Corp,2020-06-11,-0.12298359
HFC,HollyFrontier Corp,2020-04-01,-0.120387435
HIG,Hartford Financial Svc-Gp-,2020-03-16,-0.23842913
HIG,Hartford Financial Svc-Gp-,2020-03-18,-0.23819171
HIG,Hartford Financial Svc-Gp-,2020-03-12,-0.11617787
HIG,Hartford Financial Svc-Gp-,2020-06-11,-0.09300518
HIG,Hartford Financial Svc-Gp-,2020-03-09,-0.089011386
HII,Huntington Ingalls Industries,2020-03-16,-0.13111895
HII,Huntington Ingalls Industries,2020-03-12,-0.1136359
HII,Huntington Ingalls Industries,2020-08-06,-0.09301805
HII,Huntington Ingalls Industries,2020-06-11,-0.085862994
HII,Huntington Ingalls Industries,2020-02-13,-0.07581828
HLT,Hilton Worldwide Holdings Inc,2020-03-18,-0.13434707
HLT,Hilton Worldwide Holdings Inc,2020-03-16,-0.12285113
HLT,Hilton Worldwide Holdings Inc,2020-03-11,-0.107799314
HLT,Hilton Worldwide Holdings Inc,2020-04-02,-0.08574315
HLT,Hilton Worldwide Holdings Inc,2020-04-01,-0.079261415
HOLX,Hologic,2020-03-16,-0.22975734
HOLX,Hologic,2020-03-12,-0.10439657
HOLX,Hologic,2020-11-09,-0.09351306
HOLX,Hologic,2020-04-01,-0.07082599
HOLX,Hologic,2020-08-27,-0.068602845
HON,Honeywell Int'l Inc-,2020-03-12,-0.1288206
HON,Honeywell Int'l Inc-,2020-03-16,-0.09942142
HON,Honeywell Int'l Inc-,2020-03-18,-0.09704919
HON,Honeywell Int'l Inc-,2020-03-23,-0.07990938
HON,Honeywell Int'l Inc-,2020-06-11,-0.07181464
HPE,Hewlett Packard Enterprise,2020-03-16,-0.16622455
HPE,Hewlett Packard Enterprise,2020-03-12,-0.14754999
HPE,Hewlett Packard Enterprise,2020-05-22,-0.12201491
HPE,Hewlett Packard Enterprise,2020-03-23,-0.097282015
HPE,Hewlett Packard Enterprise,2020-06-11,-0.092976436
HPQ,HP Inc-,2020-03-16,-0.17235972
HPQ,HP Inc-,2020-04-01,-0.1568425
HPQ,HP Inc-,2020-05-28,-0.13153076
HPQ,HP Inc-,2020-03-09,-0.12152664
HPQ,HP Inc-,2020-03-12,-0.100436956
HRL,Hormel Foods Corp-,2020-03-25,-0.06708356
HRL,Hormel Foods Corp-,2020-03-23,-0.06430209
HRL,Hormel Foods Corp-,2020-02-20,-0.06195447
HRL,Hormel Foods Corp-,2020-03-12,-0.053200122
HRL,Hormel Foods Corp-,2020-03-20,-0.045491975
HSIC,Henry Schein,2020-03-20,-0.101331145
HSIC,Henry Schein,2020-03-16,-0.09346032
HSIC,Henry Schein,2020-06-09,-0.09060203
HSIC,Henry Schein,2020-03-18,-0.073502444
HSIC,Henry Schein,2020-03-27,-0.06877954
HST,Host Hotels & Resorts,2020-03-16,-0.1706459
HST,Host Hotels & Resorts,2020-03-09,-0.10899932
HST,Host Hotels & Resorts,2020-03-27,-0.0994923
HST,Host Hotels & Resorts,2020-03-12,-0.09435825
HST,Host Hotels & Resorts,2020-03-11,-0.088597395
HSY,The Hershey Company,2020-03-18,-0.18065512
HSY,The Hershey Company,2020-03-12,-0.11303035
HSY,The Hershey Company,2020-03-16,-0.10477269
HSY,The Hershey Company,2020-03-23,-0.054997303
HSY,The Hershey Company,2020-02-28,-0.053873483
HUM,Humana Inc-,2020-03-16,-0.14990693
HUM,Humana Inc-,2020-03-12,-0.113340914
HUM,Humana Inc-,2020-03-20,-0.105191395
HUM,Humana Inc-,2020-03-18,-0.10024561
HUM,Humana Inc-,2020-03-09,-0.08471286
HWM,Howmet Aerospace,2020-04-01,-0.19611485
HWM,Howmet Aerospace,2020-03-20,-0.17917196
HWM,Howmet Aerospace,2020-03-16,-0.1626336
HWM,Howmet Aerospace,2020-06-11,-0.14263853
HWM,Howmet Aerospace,2020-03-09,-0.118939765
IBM,International Business Machines,2020-03-12,-0.13754776
IBM,International Business Machines,2020-06-11,-0.095764525
