Date,USA_StringencyIndex,USA_StringencyIndex_LogChange,USA_StringencyIndex_Cumulative,USA_StringencyLegacyIndex,USA_StringencyLegacyIndex_LogChange,USA_StringencyLegacyIndex_Cumulative,USA_GovernmentResponseIndex,USA_GovernmentResponseIndex_LogChange,USA_GovernmentResponseIndex_Cumulative,USA_ContainmentHealthIndex,USA_ContainmentHealthIndex_LogChange,USA_ContainmentHealthIndex_Cumulative,USA_EconomicSupportIndex,USA_EconomicSupportIndex_LogChange,USA_EconomicSupportIndex_Cumulative
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0,3.57,1.5195132,1.5195132493972778,4.17,1.6428727,1.64287269115448,0.0,0.0,0.0
2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,1.5195132493972778,4.17,0.0,1.64287269115448,0.0,0.0,0.0
2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,1.5195132493972778,4.17,0.0,1.64287269115448,0.0,0.0,0.0
2020-01-24,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,1.5195132493972778,4.17,0.0,1.64287269115448,0.0,0.0,0.0
2020-01-25,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,1.5195132493972778,4.17,0.0,1.64287269115448,0.0,0.0,0.0
2020-01-26,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,1.5195132493972778,4.17,0.0,1.64287269115448,0.0,0.0,0.0
2020-01-27,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,1.5195132493972778,4.17,0.0,1.64287269115448,0.0,0.0,0.0
2020-01-28,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,1.5195132493972778,4.17,0.0,1.64287269115448,0.0,0.0,0.0
2020-01-29,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,1.5195132493972778,4.17,0.0,1.64287269115448,0.0,0.0,0.0
2020-01-30,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,1.5195132493972778,4.17,0.0,1.64287269115448,0.0,0.0,0.0
2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,1.5195132493972778,4.17,0.0,1.64287269115448,0.0,0.0,0.0
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,1.5195132493972778,4.17,0.0,1.64287269115448,0.0,0.0,0.0
2020-02-02,5.56,1.8809906,1.8809906244277954,7.14,2.09679,2.096790075302124,7.14,0.577277,2.0967902541160583,8.33,0.5903623,2.233235001564026,0.0,0.0,0.0
2020-02-03,5.56,0.0,1.8809906244277954,7.14,0.0,2.096790075302124,7.14,0.0,2.0967902541160583,8.33,0.0,2.233235001564026,0.0,0.0,0.0
2020-02-04,5.56,0.0,1.8809906244277954,7.14,0.0,2.096790075302124,7.14,0.0,2.0967902541160583,8.33,0.0,2.233235001564026,0.0,0.0,0.0
2020-02-05,5.56,0.0,1.8809906244277954,7.14,0.0,2.096790075302124,7.14,0.0,2.0967902541160583,8.33,0.0,2.233235001564026,0.0,0.0,0.0
2020-02-06,5.56,0.0,1.8809906244277954,7.14,0.0,2.096790075302124,7.14,0.0,2.0967902541160583,8.33,0.0,2.233235001564026,0.0,0.0,0.0
