Symbol,Name,GICS Sector,GICS Sub-Industry,ReturnSum,Rank
DTE,DTE Energy Co-,Utilities,Multi-Utilities,0.024945092547568493,268
DUK,Duke Energy,Utilities,Electric Utilities,0.04842705408373149,249
DVA,DaVita Inc-,Health Care,Health Care Facilities,0.4221572208844009,32
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,-0.7053810824872926,491
DXC,DXC Technology,Information Technology,IT Consulting & Other Services,-0.5910334212821908,485
DXCM,DexCom,Health Care,Health Care Equipment,0.45978251733322395,27
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,0.13334221200784668,181
EBAY,eBay Inc-,Consumer Discretionary,Internet & Direct Marketing Retail,0.31835091787797865,59
ECL,Ecolab Inc-,Materials,Specialty Chemicals,0.1139641049085185,202
ED,Consolidated Edison,Utilities,Electric Utilities,-0.07775026167655597,339
EFX,Equifax Inc-,Industrials,Research & Consulting Services,0.17742710431775777,140
EIX,Edison Int'l,Utilities,Electric Utilities,-0.14424499092274345,373
EL,Estée Lauder Companies,Consumer Staples,Personal Products,0.2234277836541878,117
EMN,Eastman Chemical,Materials,Diversified Chemicals,0.17486012568406295,145
EMR,Emerson Electric Company,Industrials,Electrical Components & Equipment,-0.004606250542565249,289
EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,-0.6020583060308127,486
EQIX,Equinix,Real Estate,Specialized REITs,0.30145934721622325,68
EQR,Equity Residential,Real Estate,Residential REITs,-0.30376155563862994,436
ES,Eversource Energy,Utilities,Multi-Utilities,0.12838408082461683,187
ESS,"Essex Property Trust, Inc-",Real Estate,Residential REITs,-0.1661664344064775,384
ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,0.19599249368911842,134
ETR,Entergy Corp-,Utilities,Electric Utilities,-0.08713352833001409,345
ETSY,Etsy,Consumer Discretionary,Internet & Direct Marketing Retail,1.0641505395324202,2
EVRG,Evergy,Utilities,Electric Utilities,-0.10132509033428505,355
EW,Edwards Lifesciences,Health Care,Health Care Equipment,0.0432297290317365,252
EXC,Exelon Corp-,Utilities,Multi-Utilities,-0.04133486497448757,318
EXPD,Expeditors,Industrials,Air Freight & Logistics,0.156620370777091,160
EXPE,Expedia Group,Consumer Discretionary,Internet & Direct Marketing Retail,0.07762218579591718,227
EXR,Extra Space Storage,Real Estate,Specialized REITs,0.1312525744724553,185
F,Ford Motor Company,Consumer Discretionary,Automobile Manufacturers,-0.09488434076774865,350
FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,-0.9592818698001793,501
FAST,Fastenal Co,Industrials,Building Products,0.2394230072532082,104
FB,"Facebook, Inc-",Communication Services,Interactive Media & Services,0.33597412836388685,50
FBHS,Fortune Brands Home & Security,Industrials,Building Products,0.24699379835510626,100
FCX,Freeport-McMoRan Inc-,Materials,Copper,0.4416120548848994,28
FDX,FedEx Corporation,Industrials,Air Freight & Logistics,0.5049951148976106,19
FE,FirstEnergy Corp,Utilities,Electric Utilities,-0.4970407286018599,477
FFIV,F5 Networks,Information Technology,Communications Equipment,0.13947984857077245,173
FIS,Fidelity National Information Services,Information Technology,Data Processing & Outsourced Services,0.05474697149475105,241
FISV,Fiserv Inc,Information Technology,Data Processing & Outsourced Services,-0.06800635758554563,333
FITB,Fifth Third Bancorp,Financials,Regional Banks,-0.1970478484290652,400
FLIR,FLIR Systems,Information Technology,Electronic Equipment & Instruments,-0.3447065217769705,447
FLS,Flowserve Corporation,Industrials,Industrial Machinery,-0.39640964299906045,462
FLT,FleetCor Technologies Inc,Information Technology,Data Processing & Outsourced Services,-0.16699792485451326,385
FMC,FMC Corporation,Materials,Fertilizers & Agricultural Chemicals,0.08731279530911706,218
FOX,Fox Corporation (Class B),Communication Services,Movies & Entertainment,-0.3143177120364271,439
FOXA,Fox Corporation (Class A),Communication Services,Movies & Entertainment,-0.323543430713471,442
FRC,First Republic Bank,Financials,Regional Banks,0.14462937123607844,169
FRT,Federal Realty Investment Trust,Real Estate,Retail REITs,-0.3728761604579631,459
FTI,TechnipFMC,Energy,Oil & Gas Equipment & Services,-1.003985921270214,502
FTNT,Fortinet,Information Technology,Systems Software,0.07783098952495493,225
FTV,Fortive Corp,Industrials,Industrial Machinery,0.10728519763506483,205
GD,General Dynamics,Industrials,Aerospace & Defense,-0.17795657391252462,393
GE,General Electric,Industrials,Industrial Conglomerates,-0.1886080481344834,397
GILD,Gilead Sciences,Health Care,Biotechnology,-0.08734145882772282,346
GIS,General Mills,Consumer Staples,Packaged Foods & Meats,0.15185710256628226,162
GL,Globe Life Inc-,Financials,Life & Health Insurance,-0.1425357310072286,372
GLW,Corning Inc-,Information Technology,Electronic Components,0.22467978071654215,113
GM,General Motors,Consumer Discretionary,Automobile Manufacturers,0.1316256064164918,184
GOOG,Alphabet Inc- (Class C),Communication Services,Interactive Media & Services,0.2665931579322205,83
GOOGL,Alphabet Inc- (Class A),Communication Services,Interactive Media & Services,0.26425635041232454,87
GPC,Genuine Parts,Consumer Discretionary,Specialty Stores,-0.061865301278885454,329
GPN,Global Payments Inc-,Information Technology,Data Processing & Outsourced Services,0.04956009295710828,248
GPS,Gap Inc-,Consumer Discretionary,Apparel Retail,0.2580690267495811,93
GRMN,Garmin Ltd-,Consumer Discretionary,Consumer Electronics,0.16757307697844226,149
GS,Goldman Sachs Group,Financials,Investment Banking & Brokerage,-0.04008405421336647,316
GWW,Grainger (W-W-) Inc-,Industrials,Industrial Machinery,0.1789699635701254,139
HAL,Halliburton Co-,Energy,Oil & Gas Equipment & Services,-0.5301766424672678,480
HAS,Hasbro Inc-,Consumer Discretionary,Leisure Products,-0.1533686487673549,377
HBAN,Huntington Bancshares,Financials,Regional Banks,-0.28032111388165504,426
HBI,Hanesbrands Inc,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",-0.13757722795708105,369
HCA,HCA Healthcare,Health Care,Health Care Facilities,0.04144823760725558,254
HD,Home Depot,Consumer Discretionary,Home Improvement Retail,0.25153097783913836,98
HES,Hess Corporation,Energy,Integrated Oil & Gas,-0.39729426108533517,463
HFC,HollyFrontier Corp,Energy,Oil & Gas Refining & Marketing,-0.8449723386584083,499
HIG,Hartford Financial Svc-Gp-,Financials,Property & Casualty Insurance,-0.3005387297744164,432
HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,-0.43073112242564093,467
HLT,Hilton Worldwide Holdings Inc,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",-0.025015305262058973,309
HOLX,Hologic,Health Care,Health Care Equipment,0.26397146994713694,88
HON,Honeywell Int'l Inc-,Industrials,Industrial Conglomerates,0.1332337429994368,182
HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",-0.46108823746908456,473
HPQ,HP Inc-,Information Technology,"Technology Hardware, Storage & Peripherals",-0.04536039871163666,321
HRL,Hormel Foods Corp-,Consumer Staples,Packaged Foods & Meats,0.15035480464575812,163
HSIC,Henry Schein,Health Care,Health Care Distributors,-0.04526603968406562,320
HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,-0.32126287010032684,441
HSY,The Hershey Company,Consumer Staples,Packaged Foods & Meats,0.04801772792416159,250
HUM,Humana Inc-,Health Care,Managed Health Care,0.169355640624417,148
HWM,Howmet Aerospace,Industrials,Aerospace & Defense,-0.35219257103744894,451
IBM,International Business Machines,Information Technology,IT Consulting & Other Services,-0.13791846709500533,370
ICE,Intercontinental Exchange,Financials,Financial Exchanges & Data,0.0739299349297653,230
IDXX,IDEXX Laboratories,Health Care,Health Care Equipment,0.5741989682428539,11
IEX,IDEX Corporation,Industrials,Industrial Machinery,0.14437993106548674,170
IFF,International Flavors & Fragrances,Materials,Specialty Chemicals,-0.06747619115776615,332
ILMN,Illumina Inc,Health Care,Life Sciences Tools & Services,-0.05933251186070265,326
INCY,Incyte,Health Care,Biotechnology,-0.11577507821493782,362
INFO,IHS Markit Ltd-,Industrials,Research & Consulting Services,0.20190771944180597,128
INTC,Intel Corp-,Information Technology,Semiconductors,-0.2384243686828995,414
INTU,Intuit Inc-,Information Technology,Application Software,0.3035423851397354,66
IP,International Paper,Materials,Paper Packaging,0.03592690025107004,259
IPG,Interpublic Group,Communication Services,Advertising,-0.07858750576269813,342
IPGP,IPG Photonics Corp-,Information Technology,Electronic Manufacturing Services,0.3212062869570218,54
IQV,IQVIA Holdings Inc-,Health Care,Life Sciences Tools & Services,0.17142272218188737,147
IR,Ingersoll Rand,Industrials,Industrial Machinery,0.16709655630984344,150
IRM,Iron Mountain Incorporated,Real Estate,Specialized REITs,-0.22118005092488602,409
ISRG,Intuitive Surgical Inc-,Health Care,Health Care Equipment,0.2443794762948528,102
IT,Gartner Inc,Information Technology,IT Consulting & Other Services,2.531784266466275E-4,286
ITW,Illinois Tool Works,Industrials,Industrial Machinery,0.17528158256027382,144
IVZ,Invesco Ltd-,Financials,Asset Management & Custody Banks,-0.14202704839408398,371
J,Jacobs Engineering Group,Industrials,Construction & Engineering,0.14568144781515002,167
JBHT,J- B- Hunt Transport Services,Industrials,Trucking,0.1204870322253555,195
JCI,Johnson Controls International,Industrials,Building Products,0.09508632440702058,214
JKHY,Jack Henry & Associates,Information Technology,Data Processing & Outsourced Services,0.09817525003745686,211
JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,0.055621329236601014,239
JNPR,Juniper Networks,Information Technology,Communications Equipment,-0.09842578828101978,353
JPM,JPMorgan Chase & Co-,Financials,Diversified Banks,-0.18555961284437217,395
K,Kellogg Co-,Consumer Staples,Packaged Foods & Meats,-0.00787639562622644,293
KEY,KeyCorp,Financials,Regional Banks,-0.301871441595722,434
KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,0.09887381135922624,210
KHC,Kraft Heinz Co,Consumer Staples,Packaged Foods & Meats,-0.004104158113477752,288
KIM,Kimco Realty,Real Estate,Retail REITs,-0.36088546266546473,454
KLAC,KLA Corporation,Information Technology,Semiconductor Equipment,0.3164122194102674,61
KMB,Kimberly-Clark,Consumer Staples,Household Products,0.03273749427171424,261
KMI,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,-0.44942002501920797,469
KMX,Carmax Inc,Consumer Discretionary,Specialty Stores,-0.026050638705783058,310
KO,Coca-Cola Company,Consumer Staples,Soft Drinks,-0.017985035839956254,304
KR,Kroger Co-,Consumer Staples,Food Retail,0.1268862632859964,189
KSU,Kansas City Southern,Industrials,Railroads,0.2011103215154435,129
L,Loews Corp-,Financials,Multi-line Insurance,-0.18841016419173684,396
LB,L Brands Inc-,Consumer Discretionary,Apparel Retail,0.6526281373517122,7
LDOS,Leidos Holdings,Information Technology,IT Consulting & Other Services,0.07188410017261049,232
LEG,Leggett & Platt,Consumer Discretionary,Home Furnishings,-0.20077927036618348,402
LEN,Lennar Corp-,Consumer Discretionary,Homebuilding,0.26311850556521676,90
LH,Laboratory Corp- of America Holding,Health Care,Health Care Services,0.17641686559363734,142
LHX,L3Harris Technologies,Industrials,Aerospace & Defense,-0.035591611471318174,314
LIN,Linde plc,Materials,Industrial Gases,0.20210673311157734,127
LKQ,LKQ Corporation,Consumer Discretionary,Distributors,0.0027786061400547624,280
LLY,Lilly (Eli) & Co-,Health Care,Pharmaceuticals,0.14753545298299287,165
LMT,Lockheed Martin Corp-,Industrials,Aerospace & Defense,-0.028408555554051418,311
LNC,Lincoln National,Financials,Multi-line Insurance,-0.3712987008620985,458
LNT,Alliant Energy Corp,Utilities,Electric Utilities,0.04960900741571095,247
LOW,Lowe's Cos-,Consumer Discretionary,Home Improvement Retail,0.2821914416635991,77
LRCX,Lam Research,Information Technology,Semiconductor Equipment,0.40531261909927707,37
LUMN,Lumen Technologies,Communication Services,Alternative Carriers,-0.08238629275001585,343
LUV,Southwest Airlines,Industrials,Airlines,-0.21398592193145305,408
LVS,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,-0.15571823132631835,379
LW,Lamb Weston Holdings Inc,Consumer Staples,Packaged Foods & Meats,-0.1547661749937106,378
LYB,LyondellBasell,Materials,Specialty Chemicals,-0.20044531661551446,401
LYV,Live Nation Entertainment,Communication Services,Movies & Entertainment,0.03888178140914533,256
MA,Mastercard Inc-,Information Technology,Data Processing & Outsourced Services,0.12062266627617646,194
MAA,Mid-America Apartments,Real Estate,Residential REITs,0.013770331926934887,275
MAR,Marriott Int'l-,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",-0.20904456994321663,405
MAS,Masco Corp-,Industrials,Building Products,0.15778381396376062,159
MCD,McDonald's Corp-,Consumer Discretionary,Restaurants,0.07494504758506082,228
MCHP,Microchip Technology,Information Technology,Semiconductors,0.20022157406492624,130
MCK,McKesson Corp-,Health Care,Health Care Distributors,0.2521970392699586,97
MCO,Moody's Corp,Financials,Financial Exchanges & Data,0.15400542011775542,161
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,0.07787780088256113,224
MDT,Medtronic plc,Health Care,Health Care Equipment,-0.017970894143218175,303
MET,MetLife Inc-,Financials,Life & Health Insurance,-0.12070922742714174,365
MGM,MGM Resorts International,Consumer Discretionary,Casinos & Gaming,-0.24074835603823885,415
MHK,Mohawk Industries,Consumer Discretionary,Home Furnishings,-0.10921056733059231,359
MKC,McCormick & Co-,Consumer Staples,Packaged Foods & Meats,0.0966001436827355,212
MKTX,MarketAxess,Financials,Financial Exchanges & Data,0.3333485719631426,51
MLM,Martin Marietta Materials,Materials,Construction Materials,-0.03879976036841981,315
MMC,Marsh & McLennan,Financials,Insurance Brokers,0.014758406294276938,274
MMM,3M Company,Industrials,Industrial Conglomerates,-0.0056381723916274495,290
MNST,Monster Beverage,Consumer Staples,Soft Drinks,0.29604825262504164,70
MO,Altria Group Inc,Consumer Staples,Tobacco,-0.2268558950163424,411
MOS,The Mosaic Company,Materials,Fertilizers & Agricultural Chemicals,-0.07790601425222121,341
MPC,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,-0.48082736968353856,476
MRK,Merck & Co-,Health Care,Pharmaceuticals,-0.0963299223658396,352
MRO,Marathon Oil Corp-,Energy,Oil & Gas Exploration & Production,-0.9535332136438228,500
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,0.10986531875096262,204
MSCI,MSCI Inc,Financials,Financial Exchanges & Data,0.3968391165326466,39
MSFT,Microsoft Corp-,Information Technology,Systems Software,0.330798082795809,52
MSI,Motorola Solutions Inc-,Information Technology,Communications Equipment,0.05484957831504289,240
MTB,M&T Bank Corp-,Financials,Regional Banks,-0.3582809607614763,453
MTD,Mettler Toledo,Health Care,Life Sciences Tools & Services,0.41351768695312785,35
MU,Micron Technology,Information Technology,Semiconductors,0.09007620345801115,216
MXIM,Maxim Integrated Products Inc,Information Technology,Semiconductors,0.2945215279178228,71
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",-1.0125975141272647,503
NDAQ,"Nasdaq, Inc-",Financials,Financial Exchanges & Data,0.17898903583409265,138
NEE,NextEra Energy,Utilities,Multi-Utilities,0.2541361591902387,96
NEM,Newmont Corporation,Materials,Gold,0.4719229433685541,25
NFLX,Netflix Inc-,Communication Services,Movies & Entertainment,0.4619671042819391,26
NI,NiSource Inc-,Utilities,Multi-Utilities,-0.10466558753978461,356
NKE,"Nike, Inc-",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",0.2610165797304944,91
NLOK,NortonLifeLock,Information Technology,Application Software,-0.2712600768136326,425
NLSN,Nielsen Holdings,Industrials,Research & Consulting Services,-0.23789138748543337,412
NOC,Northrop Grumman,Industrials,Aerospace & Defense,-0.10057223759940825,354
NOV,National Oilwell Varco Inc-,Energy,Oil & Gas Equipment & Services,-0.7757088468351867,493
NOW,ServiceNow,Information Technology,Systems Software,0.5893389845878119,9
NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,-0.22177359845954925,410
NSC,Norfolk Southern Corp-,Industrials,Railroads,0.22758370179508347,108
NTAP,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals",-0.2430524069641251,416
NTRS,Northern Trust Corp-,Financials,Asset Management & Custody Banks,-0.17541446675750194,391
NUE,Nucor Corp-,Materials,Steel,-0.08937989140395075,349
NVDA,Nvidia Corporation,Information Technology,Semiconductors,0.859651091224805,3
NVR,"NVR, Inc-",Consumer Discretionary,Homebuilding,0.09576697819284163,213
NWL,Newell Brands,Consumer Discretionary,Housewares & Specialties,0.06924629263812676,235
NWS,News Corp- Class B,Communication Services,Publishing,0.19828060211148113,131
NWSA,News Corp- Class A,Communication Services,Publishing,0.21245298179564998,124
O,Realty Income Corporation,Real Estate,Retail REITs,-0.14707920620276127,375
ODFL,Old Dominion Freight Line,Industrials,Trucking,0.4916383640811546,23
OKE,ONEOK,Energy,Oil & Gas Storage & Transportation,-0.8407336514210328,498
OMC,Omnicom Group,Communication Services,Advertising,-0.337279657178442,446
ORCL,Oracle Corp-,Information Technology,Application Software,0.05267219981760718,243
ORLY,O'Reilly Automotive,Consumer Discretionary,Specialty Stores,0.046851203238475136,251
OTIS,Otis Worldwide,Industrials,Industrial Machinery,0.3709156039112713,44
OXY,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,-1.1778723462775815,505
PAYC,Paycom,Information Technology,Application Software,0.3860076764540281,41
PAYX,Paychex Inc-,Information Technology,Data Processing & Outsourced Services,0.07878263684688136,223
PBCT,People's United Financial,Financials,Thrifts & Mortgage Finance,-0.28491802111966535,427
PCAR,PACCAR Inc-,Industrials,Construction Machinery & Heavy Trucks,0.08213962602894753,220
PEAK,Healthpeak Properties,Real Estate,Health Care REITs,-0.087600274651777,347
PEG,Public Service Enterprise Group (PSEG),Utilities,Electric Utilities,5.053896311437711E-4,284
PEP,PepsiCo Inc-,Consumer Staples,Soft Drinks,0.054313013461069204,242
PFE,Pfizer Inc-,Health Care,Pharmaceuticals,-0.013374682108405977,298
PFG,Principal Financial Group,Financials,Life & Health Insurance,-0.16085449562524445,381
PG,Procter & Gamble,Consumer Staples,Personal Products,0.13897213687596377,174
PGR,Progressive Corp-,Financials,Property & Casualty Insurance,0.2967129694079631,69
PH,Parker-Hannifin,Industrials,Industrial Machinery,0.2212244300317252,120
PHM,PulteGroup,Consumer Discretionary,Homebuilding,0.07019155655871145,233
PKG,Packaging Corporation of America,Materials,Paper Packaging,0.16657845855661435,153
PKI,PerkinElmer,Health Care,Health Care Equipment,0.32280581508530304,53
PLD,Prologis,Real Estate,Industrial REITs,0.15844203496089904,157
PM,Philip Morris International,Consumer Staples,Tobacco,-0.1279651372897206,367
PNC,PNC Financial Services,Financials,Regional Banks,-0.258510085666785,423
PNR,Pentair plc,Industrials,Industrial Machinery,0.13695545223890804,176
PNW,Pinnacle West Capital,Utilities,Multi-Utilities,0.021010611875681207,270
POOL,Pool Corporation,Consumer Discretionary,Distributors,0.4917214751476422,22
PPG,PPG Industries,Materials,Specialty Chemicals,0.06935808637354057,234
PPL,PPL Corp-,Utilities,Electric Utilities,-0.1955954754666891,399
PRGO,Perrigo,Health Care,Pharmaceuticals,-0.0953842666640412,351
PRU,Prudential Financial,Financials,Life & Health Insurance,-0.2562553256866522,421
PSA,Public Storage,Real Estate,Specialized REITs,0.12678522855276242,190
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,-0.6639644374299678,489
PVH,PVH Corp-,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",-0.39940700883744285,464
PWR,Quanta Services Inc-,Industrials,Construction & Engineering,0.5277459065546282,16
PXD,Pioneer Natural Resources,Energy,Oil & Gas Exploration & Production,-0.4582021528040059,472
PYPL,PayPal,Information Technology,Data Processing & Outsourced Services,0.543170793185709,13
QCOM,QUALCOMM Inc-,Information Technology,Semiconductors,0.48940591541759204,24
QRVO,Qorvo,Information Technology,Semiconductors,0.2497770496775047,99
RCL,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",-0.5806961687194416,484
RE,Everest Re Group Ltd-,Financials,Reinsurance,-0.17366784806654323,387
REG,Regency Centers Corporation,Real Estate,Retail REITs,-0.3008251538849436,433
REGN,Regeneron Pharmaceuticals,Health Care,Biotechnology,0.4097377445723396,36
RF,Regions Financial Corp-,Financials,Regional Banks,-0.14587106241378933,374
RHI,Robert Half International,Industrials,Human Resource & Employment Services,0.02094900724478066,271
RJF,Raymond James Financial Inc-,Financials,Investment Banking & Brokerage,-0.06582072013407014,331
RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",-0.4165276506100781,465
RMD,ResMed,Health Care,Health Care Equipment,0.31957202334160684,57
ROK,Rockwell Automation Inc-,Industrials,Electrical Components & Equipment,0.1595940376719227,156
ROL,Rollins Inc-,Industrials,Environmental & Facilities Services,0.5790538580768043,10
ROP,Roper Technologies,Industrials,Industrial Conglomerates,0.11893788556335494,198
